symbol,start_datetime,end_datetime,start_close,end_close,period_return_percent,price_range_percent,observations
GE,2026-03-24,2026-07-31,290.63,360.070007,23.892924680865697,36.276361697003054,90
MMM,2026-03-24,2026-07-31,146.67,176.28,20.188177541419524,27.899365923501733,90
CAT,2026-03-24,2026-07-31,716.63,814.81,13.700235826019,55.46377209996791,90
HON,2026-03-24,2026-07-31,221.57001,243.050003,9.694449623394434,18.581035854085133,90
DE,2026-03-24,2026-07-31,583.02002,592.66998,1.655167861988678,18.99077668036167,90
